id,ime,vzdevek,id_kluba,id_države,država,ocena,pozicija,cena,spretnost,šibka_noga,hitrost,strel,podaje,dribling,obramba,fizika,višina,popularnost
2743,Camilo Mayada,,1876,60,Uruguay,73,RB,6100,3,2,91,64,67,73,65,75,174,435
2744,Lucas Martínez Quarta,,1876,52,Argentina,72,CB,2300,3,3,74,53,63,66,72,70,181,398
2745,Luciano Lollo,,1876,52,Argentina,72,CB,1800,2,2,32,31,40,46,72,70,184,291
2750,Cristian Pavón,,1877,52,Argentina,80,RW,700,3,3,91,76,75,80,47,73,174,442
2751,Darío Benedetto,,1877,52,Argentina,79,ST,700,3,5,81,82,66,73,38,75,175,415
2752,Carlos Izquierdoz,,1877,52,Argentina,78,CB,550,2,2,51,49,50,48,79,80,185,357
2753,Carlos Tévez,,1877,52,Argentina,78,CAM,700,4,3,71,77,74,78,43,74,171,417
2754,Fernando Gago,,1877,52,Argentina,78,CM,500,3,4,59,59,77,73,73,71,178,412
2755,Wilmar Barrios,,1877,56,Colombia,78,CDM,700,3,3,73,38,65,69,79,82,178,406
2756,Mauro Zárate,,1877,52,Argentina,77,ST,450,4,3,77,78,68,84,43,67,176,417
2757,Frank Fabra,,1877,56,Colombia,77,LB,800,3,3,87,55,64,77,71,81,172,435
2758,Pablo Pérez,,1877,52,Argentina,77,CM,500,3,3,69,63,75,74,71,79,175,431
2759,Lisandro Magallán,,1877,52,Argentina,76,CB,500,2,3,62,38,53,61,76,78,185,368
2760,Paolo Goltz,,1877,52,Argentina,75,CB,500,2,3,60,56,62,59,73,81,184,391
2761,Nahitan Nández,,1877,60,Uruguay,75,CM,650,3,3,78,65,67,74,72,83,171,439
2762,Emmanuel Mas,,1877,52,Argentina,75,LB,1000,3,2,79,61,67,72,72,79,183,430
2763,Gino Peruzzi,,1877,52,Argentina,74,RB,7400,3,3,83,50,64,69,69,72,178,407
2766,Leonardo Jara,,1877,52,Argentina,74,RB,7800,3,3,74,53,67,71,70,78,185,413
2767,Edwin Cardona,,1877,56,Colombia,73,LW,25000,3,4,60,77,77,75,44,78,185,411
2768,Emanuel Reynoso,,1877,52,Argentina,73,CM,650,3,3,67,62,70,78,57,63,177,397
2773,Alejandro Gómez,,39,52,Argentina,84,CF,3100,4,4,90,76,81,88,39,57,165,431
2774,Josip Ilicic,,39,44,Slovenia,81,CF,700,4,3,69,82,80,81,43,63,190,418
2775,Andrea Masiello,,39,27,Italy,79,CB,550,2,2,56,37,57,59,81,72,184,362
2777,Emiliano Rigoni,,39,52,Argentina,78,RM,700,4,5,90,73,74,79,46,61,178,423
2778,Rafael Tolói,,39,54,Brazil,78,CB,500,2,2,67,47,58,63,80,67,185,382
2779,Duván Zapata,,39,56,Colombia,78,ST,700,3,4,72,78,52,72,37,78,189,389
2780,Remo Freuler,,39,47,Switzerland,76,CM,500,3,3,69,67,74,73,70,67,181,420
2781,José Luis Palomino,,39,52,Argentina,76,CB,500,2,3,55,32,55,58,77,76,188,353
2782,Mario Pašalic,,39,10,Croatia,76,CM,400,4,4,63,70,73,75,67,77,189,425
2783,Marten de Roon,,39,34,Holland,76,CM,700,3,3,68,65,70,70,78,80,185,431
2784,Hans Hateboer,,39,34,Holland,75,RM,450,3,2,79,59,69,74,72,75,187,428
2786,Ali Adnan,,39,162,Iraq,73,LB,16500,4,3,76,67,69,75,68,78,185,433
2796,Adrien Trebel,,229,18,France,78,CM,600,4,2,77,68,77,77,67,75,174,441
2797,Ivan Santini,,229,10,Croatia,76,ST,600,3,4,48,79,55,67,40,85,189,374
2798,Sven Kums,,229,7,Belgium,75,CM,550,3,4,63,64,76,75,70,65,175,413
2799,Ognjen Vranješ,,229,8,Bosnia and Herzegovina,75,CB,800,2,3,70,47,61,59,75,77,183,389
2800,Ryota Morioka,,229,163,Japan,74,CAM,700,3,3,58,70,76,72,37,56,180,369
2801,Kenneth Saief,,229,95,United States,73,LM,900,3,3,77,70,70,73,53,71,176,414
2802,Andy Najar,,229,81,Honduras,73,RB,900,4,4,77,66,70,77,69,66,170,425
2803,Knowledge Musona,,229,148,Zimbabwe,73,CF,700,3,4,79,73,66,76,31,53,173,378
2804,Ivan Obradovic,,229,51,Serbia,73,LB,1000,3,2,72,59,71,71,70,71,180,414
2805,Antonio Milic,,229,10,Croatia,73,CB,900,2,3,48,41,65,54,73,74,189,355
2806,Pieter Gerkens,,229,7,Belgium,73,CAM,700,3,3,58,71,71,70,66,65,179,401
2807,Dennis Appiah,,229,18,France,72,RB,850,2,4,80,40,62,63,70,75,176,390
2808,Yevhen Makarenko,,229,49,Ukraine,72,CDM,950,3,3,71,57,70,68,70,73,184,409
2809,Bubacarr Sanneh,,229,116,Gambia,72,CB,1000,2,3,70,43,49,59,70,80,183,371
2811,Landry Dimata,,229,7,Belgium,72,ST,1800,3,3,80,68,55,72,27,73,184,375
2817,Juraj Kucka,,436,43,Slovakia,79,CM,700,4,3,69,73,74,76,78,88,186,458
2818,Burak Yilmaz,,436,48,Turkey,79,ST,750,3,3,80,81,65,69,34,77,188,406
2820,Yusuf Yazici,,436,48,Turkey,76,CAM,1100,4,4,73,73,75,76,47,71,183,415
2821,José Sosa,,436,52,Argentina,76,CM,700,4,4,70,69,78,80,61,66,179,424
2822,Ogenyi Onazi,,436,133,Nigeria,75,CDM,400,3,3,80,64,71,75,71,72,173,433
2823,Olcay Sahan,,436,48,Turkey,74,LM,1200,4,4,76,70,70,74,61,68,179,419
2824,João Pedro da Silva Pereira,João Pereira,436,38,Portugal,74,RB,650,3,3,72,61,70,74,73,64,172,414
2825,Filip Novák,,436,12,Czech Republic,73,LB,300,3,3,79,62,69,70,70,75,184,425
2826,Hugo Rodallega,,436,56,Colombia,73,ST,850,4,3,75,72,68,75,43,71,181,404
2837,Antonín Barák,,55,12,Czech Republic,77,CM,400,4,3,67,73,76,76,52,73,190,417
2838,Kevin Lasagna,,55,27,Italy,77,ST,700,4,3,88,74,60,77,29,64,186,392
2839,Valon Behrami,,55,47,Switzerland,76,CDM,400,3,4,67,64,71,72,74,77,185,425
2840,Lukasz Teodorczyk,,55,37,Poland,76,ST,450,3,2,70,75,60,67,33,80,188,385
2841,Rolando Mandragora,,55,27,Italy,75,CM,400,3,3,61,61,72,75,74,74,183,417
2842,Emmanuel Badu,,55,117,Ghana,75,CM,400,4,3,80,67,70,77,72,75,173,441
2843,Darwin Machís,,55,61,Venezuela,75,LW,650,4,4,90,72,68,79,38,65,169,412
2844,Seko Fofana,,55,108,Côte d'Ivoire,75,CM,400,3,4,75,67,69,76,68,76,184,431
2845,Rodrigo De Paul,,55,52,Argentina,75,CF,450,4,3,74,71,76,79,35,66,178,401
2846,Ignacio Pussetto,,55,52,Argentina,74,RW,700,3,4,78,74,62,77,25,67,180,383
2847,Molla Wagué,,55,126,Mali,74,CB,700,2,3,55,33,42,45,74,81,191,330
2848,Bram Nuytinck,,55,34,Holland,74,CB,550,2,2,43,40,48,53,76,71,190,331
2849,Samir Caetano de Souza Santos,Samir,55,54,Brazil,73,CB,900,2,2,67,33,54,56,74,74,189,358
2850,Jens Stryger Larsen,,55,13,Denmark,73,CB,2200,3,3,80,55,63,69,72,77,182,416
2854,William Troost-Ekong,,55,133,Nigeria,72,CB,1000,2,3,69,27,42,43,72,76,191,329
2865,Pedro Henrique Pereira da Silva,Pedro Henrique,1887,54,Brazil,76,CB,500,2,2,47,42,46,56,76,82,190,349
2867,Florent Hanin,,1887,18,France,76,LB,700,3,3,85,44,69,74,69,72,177,413
2868,André Filipe Brás André,André André,1887,38,Portugal,76,CM,500,3,4,69,71,74,78,72,64,174,428
2870,João Carlos Vilaça Teixeira,João Teixeira,1887,38,Portugal,75,CAM,450,3,3,71,65,70,76,37,60,177,379
2871,António José Pinheiro Carvalho,Tozé,1887,38,Portugal,75,CAM,450,4,3,73,74,75,76,47,46,166,391
2872,Mattheus A. Gama de Oliveira,Mattheus Oliveira,1887,54,Brazil,74,CAM,1400,3,4,64,66,74,75,54,65,182,398
2873,Welthon Fiel Sampaio,Welthon,1887,54,Brazil,74,ST,800,4,3,76,73,65,74,27,72,180,387
2874,Alhassan Wakaso,,1887,117,Ghana,74,CDM,350,2,3,67,49,60,66,74,80,180,396
2875,Davidson da Luz Pereira,Davidson,1887,54,Brazil,74,LM,600,4,3,75,64,69,76,34,60,177,378
2876,Víctor García,,1887,61,Venezuela,73,RB,750,3,3,78,40,62,73,70,66,178,389
2877,Frederico André Ferrão Venâncio,Frederico Venâncio,1887,38,Portugal,73,CB,700,2,3,64,33,51,56,73,73,186,350
2878,Ola John,,1887,34,Holland,72,LM,400,4,4,77,63,72,75,25,57,179,369
2879,Guillermo Celis,,1887,56,Colombia,72,CDM,350,2,3,66,47,58,67,71,71,178,380
2880,Junior Tallo,,1887,108,Côte d'Ivoire,72,ST,300,3,3,69,70,60,71,28,73,185,371
2881,João Ricardo da Silva Afonso,João Afonso,1887,38,Portugal,72,CB,400,2,3,46,31,46,53,71,80,188,327
2882,Luís Rafael Soares Alves,Rafa Soares,1887,38,Portugal,72,LB,800,3,3,76,61,70,70,68,65,178,410
2891,Edin Višca,,101014,8,Bosnia and Herzegovina,82,RM,750,4,4,89,79,75,83,47,63,172,436
2892,Emre Belözoğlu,,101014,48,Turkey,79,CM,750,4,4,45,72,85,78,63,69,169,412
2893,Emmanuel Adebayor,,101014,144,Togo,79,ST,550,3,3,69,76,66,72,32,73,192,388
2894,Eljero Elia,,101014,34,Holland,78,LM,700,5,3,91,70,68,84,35,67,176,415
2895,Arda Turan,,101014,48,Turkey,78,CM,800,4,4,71,73,79,80,64,71,177,438
2897,Uílson de Souza Paula Júnior,Júnior Caiçara,101014,54,Brazil,76,RB,700,3,4,80,56,74,76,72,65,173,423
2898,José Márcio da Costa,Mossoró,101014,54,Brazil,76,CAM,700,4,4,71,72,75,78,45,62,170,403
2899,Gaël Clichy,,101014,18,France,76,LB,800,3,4,79,43,67,74,75,68,176,406
2900,Gökhan Inler,,101014,47,Switzerland,75,CDM,400,3,4,45,66,72,71,74,72,183,400
2901,Alexandru Epureanu,,101014,33,Moldova,74,CB,500,2,2,47,53,53,56,75,75,189,359
2902,Miloš Jojic,,101014,51,Serbia,74,CM,450,3,3,68,74,76,75,59,68,177,420
2904,Kerim Frei,,101014,4,Austria,73,LM,400,3,4,89,69,68,78,35,53,171,392
2905,Mahmut Tekdemir,,101014,48,Turkey,73,CDM,500,3,2,62,59,65,70,72,73,178,401
2906,Irfan Kahveci,,101014,48,Turkey,73,CAM,800,4,4,77,65,70,76,48,65,176,401
2918,Youssouf Sabaly,,59,136,Senegal,77,RB,550,3,4,76,38,64,75,75,69,174,397
2919,Jimmy Briand,,59,18,France,77,ST,450,3,3,74,76,74,73,47,75,181,419
2920,Younousse Sankharé,,59,136,Senegal,76,CM,450,3,3,64,70,72,73,74,80,184,433
2921,Lukas Lerager,,59,13,Denmark,75,CM,400,3,3,65,66,69,69,70,76,186,415
2922,Pablo Nascimento Castro,Pablo,59,54,Brazil,75,CB,650,2,2,60,52,48,59,74,77,188,370
2923,Otávio Henrique Passos Santos,Otávio,59,54,Brazil,75,CDM,450,3,3,67,51,63,70,77,75,176,403
2924,François Kamano,,59,118,Guinea,75,LW,650,3,4,90,72,66,76,33,61,175,398
2925,Andreas Cornelius,,59,13,Denmark,75,ST,650,3,3,68,73,53,67,39,81,193,381
2926,Nicolas De Préville,,59,18,France,75,LW,600,3,3,78,74,72,76,36,65,177,401
2927,Valentin Vada,,59,52,Argentina,74,CM,1500,3,4,65,65,74,75,63,69,175,411
2928,Yann Karamoh,,59,18,France,73,RW,2000,3,4,81,68,65,76,26,62,185,378
2929,Maxime Poundjé,,59,18,France,73,LB,3000,3,3,81,35,63,72,69,71,180,391
2930,Igor Lewczuk,,59,37,Poland,73,CB,3000,2,3,53,46,62,61,72,80,187,374
2931,Alexandre Mendy,,59,18,France,72,ST,700,2,3,67,72,51,64,24,77,185,355
2932,Samuel Kalu,,59,133,Nigeria,72,RM,3400,3,4,84,60,68,74,30,50,176,366
2933,Vukasin Jovanovic,,59,51,Serbia,72,CB,3500,2,2,48,46,59,63,72,74,188,362
2934,Jaroslav Plašil,,59,12,Czech Republic,72,CM,750,2,5,36,59,75,72,64,55,184,361
2939,Kevin-Prince Boateng,,111974,117,Ghana,81,CM,700,4,4,66,79,78,80,70,76,186,449
2940,Domenico Berardi,,111974,27,Italy,78,RW,500,4,3,79,77,74,81,38,70,183,419
2941,Federico Di Francesco,,111974,27,Italy,76,LW,450,4,4,83,67,73,81,40,62,178,406
2942,Francesco Magnanelli,,111974,27,Italy,76,CDM,400,2,3,66,56,69,65,76,72,181,404
2943,Khouma Babacar,,111974,136,Senegal,76,ST,400,3,4,73,76,55,72,35,71,191,382
2944,Mauricio Lemos,,111974,60,Uruguay,75,CB,500,2,3,63,54,60,70,75,73,187,395
2945,Manuel Locatelli,,111974,27,Italy,75,CDM,400,3,3,64,63,73,74,74,70,186,418
2946,Marlon da Silva Barbosa,Marlon Santos,111974,54,Brazil,75,CB,500,3,3,60,44,59,66,74,74,182,377
2947,Alfred Duncan,,111974,117,Ghana,75,CM,400,3,3,74,63,72,73,76,77,178,435
2948,Gian Marco Ferrari,,111974,27,Italy,75,CB,600,2,3,59,19,39,48,76,74,189,315
2949,Filip Ðuricic,,111974,51,Serbia,74,CAM,700,4,4,75,65,72,77,42,57,181,388
2950,Pol Mikel Lirola Kosok,Pol Lirola,111974,45,Spain,74,RB,2100,3,3,79,45,68,73,72,68,183,405
2951,Stefano Sensi,,111974,27,Italy,73,CDM,800,3,4,61,57,75,74,64,66,168,397
2952,Marcello Trotta,,111974,27,Italy,73,ST,500,3,4,66,73,58,68,43,68,188,376
2953,Federico Peluso,,111974,27,Italy,72,LB,900,2,3,56,49,58,60,78,72,188,373
2954,Alessandro Matri,,111974,27,Italy,72,ST,450,3,3,66,70,58,68,37,68,183,367
2961,Marek Suchý,,896,12,Czech Republic,77,CB,450,2,3,65,52,58,64,76,80,183,395
2962,Luca Zuffi,,896,47,Switzerland,76,CDM,700,3,4,66,72,82,74,72,72,180,438
2963,Silvan Widmer,,896,47,Switzerland,76,RB,550,3,3,80,64,73,75,72,78,183,442
2964,Éder Balanta,,896,56,Colombia,76,CB,700,2,2,72,40,58,66,73,83,181,392
2965,Carlos Zambrano,,896,59,Peru,76,CB,400,2,3,63,49,58,67,75,78,185,390
2966,Fabian Frei,,896,47,Switzerland,75,CDM,400,3,3,66,71,75,72,72,73,183,429
2967,Sereso Geoffroy Gonzaroua Dié,Serey Dié,896,108,Côte d'Ivoire,75,CDM,400,3,3,65,49,66,71,73,77,179,401
2968,Valentin Stocker,,896,47,Switzerland,74,CAM,350,3,4,68,68,73,75,49,67,179,400
2969,Ricky van Wolfswinkel,,896,34,Holland,74,ST,800,3,4,63,73,64,71,43,69,185,383
2970,Taulant Xhaka,,896,1,Albania,73,CDM,400,3,3,75,62,68,70,69,82,172,426
2971,Albian Ajeti,,896,47,Switzerland,72,ST,1000,3,4,79,68,55,69,29,75,183,375
2972,Zdravko Kuzmanovic,,896,51,Serbia,72,CM,350,3,3,35,67,71,66,71,73,186,383
2983,Pascal Groß,,1808,21,Germany,78,CAM,750,4,4,66,72,82,75,61,75,181,431
2985,Alireza Jahanbakhsh,,1808,161,Iran,78,RM,450,4,4,83,76,70,81,42,71,180,423
2986,José Izquierdo,,1808,56,Colombia,77,LM,700,4,3,91,73,67,80,37,57,171,405
2987,Davy Pröpper,,1808,34,Holland,77,CM,500,3,3,63,72,73,75,67,74,185,424
2988,Martín Montoya Torralbo,Montoya,1808,45,Spain,77,RB,600,3,4,79,61,71,72,75,72,175,430
2989,Lewis Dunk,,1808,14,England,77,CB,550,2,3,43,39,53,62,77,76,192,350
2990,Florin Andone,,1808,39,Romania,77,ST,400,3,3,74,75,63,73,51,80,180,416
2991,Jürgen Locadia,,1808,34,Holland,76,ST,450,3,4,75,76,70,72,36,74,185,403
2992,Dale Stephens,,1808,14,England,76,CM,450,3,3,59,65,74,71,71,78,185,418
2993,Glenn Murray,,1808,14,England,76,ST,450,2,3,35,77,60,68,42,70,185,352
2994,Shane Duffy,,1808,25,Republic of Ireland,76,CB,500,2,3,45,42,52,48,75,79,193,341
2995,Leon Balogun,,1808,133,Nigeria,75,CB,500,2,3,65,46,60,61,74,74,190,380
2996,Anthony Knockaert,,1808,18,France,75,RM,600,4,3,73,71,70,81,49,64,172,408
2997,Ezequiel Schelotto,,1808,27,Italy,75,RB,450,3,3,71,61,68,72,73,76,187,421
2998,Bernardo Fernandes,Bernardo,1808,54,Brazil,75,LB,550,3,3,76,48,58,66,76,72,186,396
2999,Gaëtan Bong,,1808,103,Cameroon,74,LB,750,3,3,66,41,69,70,75,71,187,392
3000,Bruno Saltor Grau,Bruno Saltor,1808,45,Spain,74,RB,700,3,3,55,45,71,72,77,64,181,384
3001,Markus Suttner,,1808,4,Austria,73,LB,600,3,3,69,58,72,72,70,68,179,409
3002,Beram Kayal,,1808,26,Israel,72,CM,550,3,3,66,61,70,72,68,78,178,415
3003,Yves Bissouma,,1808,126,Mali,72,CM,550,3,3,72,61,70,74,67,65,182,409
3004,Solly March,,1808,14,England,72,LM,950,3,2,78,67,67,76,45,60,180,393
3011,Daniel Baier,,100409,21,Germany,79,CDM,450,3,3,48,55,78,77,74,69,176,401
3012,Michael Gregoritsch,,100409,4,Austria,79,CAM,700,4,3,67,80,73,74,40,71,193,405
3013,Jeffrey Gouweleeuw,,100409,34,Holland,79,CB,950,2,3,72,58,65,64,80,76,188,415
3014,Philipp Max,,100409,21,Germany,78,LB,500,3,3,82,50,77,75,71,72,177,427
3015,Alfreð Finnbogason,,100409,24,Iceland,78,ST,400,3,4,68,81,62,74,32,73,184,390
3016,Martin Hinteregger,,100409,4,Austria,77,CB,500,2,3,67,61,64,59,77,80,184,408
3017,Caiuby Fr. da Silva,Caiuby,100409,54,Brazil,77,LM,850,3,4,83,74,70,73,38,81,184,419
3018,Ja Cheol Koo,,100409,167,Korea Republic,76,CAM,450,3,4,72,76,73,78,59,65,183,423
3019,Konstantinos Stafylidis,,100409,22,Greece,75,LB,900,3,3,78,64,68,73,72,74,178,429
3020,Jonathan Schmid,,100409,18,France,74,RM,1600,3,3,75,68,71,74,63,75,179,426
3021,Julian Schieber,,100409,21,Germany,73,ST,650,3,2,61,74,58,64,30,73,186,360
3022,Rani Khedira,,100409,21,Germany,73,CDM,500,2,3,54,43,59,60,72,78,188,366
3023,André Hahn,,100409,21,Germany,73,RM,1000,3,4,75,76,68,65,52,82,185,418
3024,Jan Morávek,,100409,12,Czech Republic,72,CM,450,3,3,49,69,73,74,55,60,180,380
3038,Pontus Wernbloom,,393,46,Sweden,79,CDM,700,3,3,58,72,67,69,79,87,187,432
3039,Omar El Kaddouri,,393,129,Morocco,76,CAM,450,3,4,74,71,76,76,57,71,185,425
3040,Maurício José da Silveira Júnior,Maurício,393,54,Brazil,76,CDM,500,3,4,74,70,75,76,73,71,180,439
3041,Dimitrios Pelkas,,393,22,Greece,76,CAM,600,4,3,80,70,74,77,37,49,177,387
3042,Leonardo de Matos Cruz,Léo Matos,393,54,Brazil,76,RB,900,4,3,83,69,71,75,71,75,184,444
3043,Aleksandar Prijovic,,393,51,Serbia,75,ST,500,3,3,73,71,54,69,35,78,191,380
3044,José Alberto Cañas Ruíz-Herrera,José Cañas,393,45,Spain,75,CDM,500,2,3,53,45,66,58,72,74,178,368
3045,Fernando Lopes dos Santos Varela,Varela,393,104,Cape Verde Islands,75,CB,450,2,3,67,44,54,59,74,82,185,380
3046,Adelino André Vieira de Freitas,Vieirinha,393,38,Portugal,75,LB,700,4,4,77,73,75,81,69,64,172,439
3048,Diego Biseswar,,393,34,Holland,74,CAM,350,3,3,73,69,72,77,33,62,176,386
3049,Nikos Karelis,,393,22,Greece,72,ST,350,3,2,74,72,63,71,36,69,173,385
3050,José Ángel Crespo Rincón,Crespo,393,45,Spain,72,CB,400,2,3,68,39,64,62,71,75,185,379
3060,Diego Carlos Santos Silva,Diego Carlos,71,54,Brazil,78,CB,750,2,4,69,44,58,66,78,78,186,393
3061,Valentin Rongier,,71,18,France,78,CAM,550,3,4,61,73,75,80,73,59,173,421
3063,Emiliano Sala,,71,52,Argentina,77,ST,500,3,3,57,77,62,71,60,84,187,411
3064,Nicolas Pallois,,71,18,France,77,CB,700,2,3,57,50,60,58,77,83,189,385
3065,Lucas E. Santana de Oliveira,Lucas Evangelista,71,54,Brazil,76,CM,600,4,3,76,66,74,76,67,70,181,429
3066,Lucas Pedro Alves de Lima,Lucas Lima,71,54,Brazil,75,LB,550,3,1,74,57,72,72,72,69,179,416
3067,Abdoulaye Touré,,71,18,France,75,CDM,450,2,3,48,52,61,60,73,79,188,373
3068,Gabriel Boschilia,,71,54,Brazil,75,CAM,450,3,3,74,70,73,77,45,51,172,390
3069,Abdul Majeed Waris,,71,117,Ghana,74,ST,700,3,4,92,72,65,76,39,67,172,411
3070,Matt Miazga,,71,95,United States,73,CB,650,2,3,65,25,45,57,70,77,193,339
3071,Rene Krhin,,71,44,Slovenia,72,CDM,600,2,3,43,54,65,61,71,71,189,365
3089,Mathieu Dossevi,,1809,144,Togo,77,RM,450,3,3,80,67,76,77,36,60,172,396
3090,Max Gradel,,1809,108,Côte d'Ivoire,77,LM,700,4,3,84,73,71,79,42,60,177,409
3091,Christopher Jullien,,1809,18,France,75,CB,650,2,3,61,45,47,57,74,80,196,364
3092,Kelvin Amian Adou,,1809,18,France,75,RB,600,3,3,71,41,64,69,75,74,180,394
3094,Jimmy Durmaz,,1809,46,Sweden,75,LM,450,3,4,74,71,74,77,32,62,180,390
3095,Corentin Jean,,1809,18,France,74,RM,1200,3,3,88,72,68,74,30,54,170,386
3096,Yaya Sanogo,,1809,18,France,73,ST,7700,3,3,67,72,61,67,32,69,191,368
3097,Manuel García Alonso,Manu García,1809,45,Spain,73,CAM,6700,4,4,73,56,71,84,37,50,170,371
3098,Firmin Ndombe Mubele,,1809,110,Congo DR,72,RM,900,3,2,82,74,63,75,41,72,173,407
3099,Yannick Cahuzac,,1809,18,France,72,CDM,7500,2,3,48,46,65,62,69,77,178,367
3100,Steeve Yago,,1809,101,Burkina Faso,72,RB,1300,3,2,69,40,62,68,69,76,180,384
3102,Yann Bodiger,,1809,18,France,72,CDM,8800,3,3,52,57,69,65,70,73,188,386
3104,François Moubandje,,1809,47,Switzerland,72,LB,7000,3,3,71,48,65,70,70,77,180,401
3105,Steven Moreira,,1809,18,France,72,RB,1000,3,2,71,32,67,65,71,67,178,373
3114,Mario Gómez,,36,21,Germany,81,ST,600,3,4,67,80,62,73,36,77,189,395
3115,Benjamin Pavard,,36,18,France,80,CB,700,3,3,71,46,71,71,81,75,186,415
3116,Daniel Didavi,,36,21,Germany,80,CAM,700,3,3,70,82,77,81,49,72,180,431
3117,Holger Badstuber,,36,21,Germany,79,CB,650,2,3,42,51,74,57,82,71,190,377
3119,Santiago Ascacibar,,36,52,Argentina,78,CDM,500,3,3,73,47,65,67,77,76,168,405
3120,Pablo Maffeo Becerra,Pablo Maffeo,36,45,Spain,78,RWB,400,3,3,83,52,71,79,76,67,172,428
3121,Christian Gentner,,36,21,Germany,78,CM,500,2,4,38,75,73,70,75,78,189,409
3122,Gonzalo Castro,,36,21,Germany,78,CM,500,3,4,68,69,79,79,69,67,172,431
3123,Emiliano Insúa,,36,52,Argentina,76,LB,1200,3,2,66,64,74,73,74,77,180,428
3124,Timo Baumgartl,,36,21,Germany,76,CB,650,2,3,58,34,56,53,76,76,190,353
3125,Dennis Aogo,,36,21,Germany,75,CDM,400,3,3,66,56,75,73,73,75,185,418
3126,Erik Thommy,,36,21,Germany,75,LM,850,3,3,77,69,74,77,33,52,174,382
3127,Marc-Oliver Kempf,,36,21,Germany,74,CB,500,2,3,67,38,56,60,73,75,186,369
3128,Andreas Beck,,36,21,Germany,74,RB,1500,3,3,70,45,70,72,75,70,180,402
3129,Anastasios Donis,,36,22,Greece,73,ST,500,3,4,86,71,55,77,25,66,178,380
3130,Chadrac Akolo,,36,110,Congo DR,73,RW,950,4,3,84,69,64,78,26,61,172,382
3136,Loïc Perrin,,1819,18,France,80,CB,1000,2,3,63,58,69,68,81,77,181,416
3137,Yann M'Vila,,1819,18,France,79,CDM,500,3,3,71,60,75,74,74,78,182,432
3138,Wahbi Khazri,,1819,145,Tunisia,78,CF,450,4,4,75,79,76,78,44,68,176,420
3139,Rémy Cabella,,1819,18,France,78,CAM,550,4,4,80,71,76,81,40,55,171,403
3140,Neven Subotic,,1819,51,Serbia,78,CB,600,2,3,60,45,52,48,80,76,193,361
3141,Mathieu Debuchy,,1819,18,France,78,RB,1000,3,3,73,66,72,75,77,74,176,437
3142,Romain Hamouma,,1819,18,France,77,RM,650,3,4,76,74,75,78,42,63,178,408
3143,Yannis Salibur,,1819,18,France,76,RM,700,4,4,87,74,72,77,40,64,177,414
3144,Robert Beric,,1819,44,Slovenia,75,ST,500,3,3,61,75,65,68,38,73,188,380
3145,Ole Kristian Selnæs,,1819,36,Norway,75,CDM,450,3,3,66,60,74,73,70,71,187,414
3146,Thimothée Kolodziejczak,,1819,18,France,74,CB,1500,2,2,77,35,63,58,72,78,185,383
3147,Loïs Diony,,1819,18,France,73,ST,800,3,3,78,73,61,71,25,74,183,382
3148,Kévin Monnet-Paquet,,1819,18,France,73,LM,2800,3,3,83,68,70,70,52,73,184,416
3149,Gabriel Moisés Antunes da Silva,Gabriel Silva,1819,54,Brazil,72,LB,3000,3,2,76,59,70,70,68,67,179,410
3150,Assane Dioussé,,1819,136,Senegal,72,CDM,700,3,3,66,46,67,74,66,66,175,385
3158,Fernando Belluschi,,1013,52,Argentina,78,CAM,550,4,4,70,74,79,77,65,71,173,436
3159,Gonzalo Rodríguez,,1013,52,Argentina,76,CB,500,2,3,65,48,60,62,76,76,182,387
3160,Nicolás Blandi,,1013,52,Argentina,76,ST,500,3,3,62,77,58,71,38,67,181,373
3161,Rubén Botta,,1013,52,Argentina,75,LM,500,4,3,78,71,73,77,31,65,175,395
3162,Fabricio Coloccini,,1013,52,Argentina,74,CB,1200,2,4,48,55,60,61,75,72,184,371
3163,Franco Mussis,,1013,52,Argentina,74,CDM,1500,3,3,72,60,68,68,72,81,174,421
3164,Pablo Mouche,,1013,52,Argentina,73,ST,750,3,4,77,70,70,75,26,63,177,381
3167,Gerónimo Poblete,,1013,52,Argentina,73,CDM,1500,2,3,67,51,64,72,70,71,173,395
3168,Ariel Rojas,,1013,52,Argentina,72,CM,1200,3,3,65,70,71,71,66,71,176,414
3178,Niclas Füllkrug,,485,21,Germany,78,ST,500,3,4,67,78,62,72,38,77,189,394
3179,Waldemar Anton,,485,21,Germany,77,CB,700,3,3,61,46,60,67,78,76,189,388
3180,Genki Haraguchi,,485,163,Japan,76,LM,450,4,4,86,60,68,81,44,51,177,390
3182,Pirmin Schwegler,,485,47,Switzerland,76,CDM,450,3,4,40,67,77,74,75,66,178,399
3183,Ihlas Bebou,,485,144,Togo,76,RM,700,4,3,93,69,65,79,33,61,183,400
3184,Kevin Wimmer,,485,4,Austria,75,CB,850,2,3,53,27,59,65,76,74,187,354
3185,Julian Korb,,485,21,Germany,75,RB,600,3,3,72,48,67,76,71,68,177,402
3186,Matthias Ostrzolek,,485,21,Germany,75,LB,600,3,3,76,46,67,74,72,70,178,405
3188,Marvin Bakalorz,,485,21,Germany,74,CDM,600,2,4,64,66,62,67,74,80,180,413
3189,Iver Fossum,,485,36,Norway,73,CM,700,3,4,70,63,68,72,63,71,180,407
3190,Oliver Sorg,,485,21,Germany,73,RB,750,2,4,74,55,66,71,73,69,175,408
3191,Walace Souza Silva,Walace,485,54,Brazil,73,CDM,1700,3,3,67,67,68,69,67,74,188,412
